fuente;profesion;contrato;jornada;descripcion;empresa;salario;Ciudad;Nivel educativo;años de experiencia;Fecha_Publicacion
1;Ingeniero Puesta En Marcha PATH;Contrato de Obra o labor;Tiempo Completo;Profesional en ingenierías asociadas con telecomunicaciones. telemática. eléctrica. electrónica con certificación CCNA. Ethemet. ADSL. ATM. IPAoV4 y redes en general. debe contar con experiencia mínima de 1 año en manejo de paquete de office. protocolos de comunicación de datos Frame Relay. ATM. TCP/P MPLS). con Conocimientos en protocolos de enrutamiento. configuración de enrutadores Habilidad en el manejo de herramientas informáticas sobre redes LAN Y WAN. en operación y administración del sistema de gestión de redes basadas en Open View. Unix. Linux. Solaris Para laborar con Empresa de Telecomunicaciones en el Cargo: INGENIERO PUESTA EN MARCHA PATH se ofrece salario de $1643600 + Prestaciones de Ley + Bonifican por Productividad $703100 + Horarios de Oficina;OCUPAR TEMPORALES SA;2.3;Bogotá; Carrera Profesional;1;12/07/2019
1;Ingeniero de desarrollo net Vb;Contrato de Obra o labor;Tiempo Completo;Importante compañía del sector de telecomunicaciones. requiere para su equipo de trabajo estudiante de septimo semestre en adelante de ingenieria de sistemas. con experiencia minima de 2 años realizando funciones de desarrolo de software en Net C#. manejando Visual Basic. bases de datos SQL (preferiblemente con conocimientos en desarrollos de moviles Android) Sitio de trabajo es en Fontibon Salario de 3'000000 + prestaciones de ley Contrato tipo obra labor. Horario de trabajo de lunes a viernes de 7:00 am a 5:00 pm;OCUPAR TEMPORALES SA;3;Bogotá; Carrera Profesional;2;9/07/2019
1;Ingeniero de Ventas Comercial;Contrato a término indefinido;Tiempo Completo;Importante empresa requiere Ingeniero de Ventas Comercial con un dominio del 60% en inglés en adelante Experiencia a partir de 3 años en ventas de proyectos de automatización y/ control industrial. sistemas de monitoreo. robótica o telecomunicaciones Indispensable tener vehículo – Carro Profesional en ingeniería electrónica. electromecánica. eléctrica. automatización y control o carreras afines Indispensable nivel de Inglés a partir del 60%. conversacional Nivel medio de Excel (Tablas. fórmulas. gráficos) Es necesario tener disponibilidad de tiempo para viajar por toda Colombia. el cliente cubre todos los viáticos Principales funciones: -Elaborar las cotizaciones y propuestas para clientes nacionales e internacionales -Realizar negociaciones con proveedores nacionales e Internacionales sobre precios. plazos de entrega. garantías. envíos entre otros -Elaborar las ofertas de los procesos de Contratación Administrativa o licitaciones -Desarrollar proyectos de ingeniería en diversas instituciones educativas públicas y privadas -Mantener actualizada la de bases de datos clientes para prospección y seguimientos de nuevos negocios Horario: Lunes a viernes 7:30 AM - 5:30 PM (Disponibilidad de tiempo para viajar por toda Colombia.(Se cubren todos los viáticos) Contrato: Indefinido Salario: Básico a convenir + Rodamiento de $500000 + Comisiones por venta promedio $ 3000000 en adelante;MANPOWER PROFESSIONAL LTDA;null;Medellín; Carrera Profesional;3;11/07/2019
1;ingeniero/a;Contrato a término fijo;Tiempo Completo;Importante empresa de telecomunicaciones requiere de manera urgente INGENIERO ( A) DE TELECOMUNICACIONES O INGENIERO ELECTRÓNICO Debe contar con los siguientes requisitos: 1 Certificación PMP o Posgrado- Maestría- especialización en gerencia de proyectos de Telecomunicación 2 Experiencia mínima de 3 años en el cargo de proyectos de sistemas de comunicación 3 Tarjeta Profesional Salario a convenir;SESPEM SAS;null;Bogotá; Maestría;3;10/07/2019
1;Ingeniero Residente de Equipos;Tiempo Completo;null;Importante empresa constructora para su grupo de maquinaria y equipo requiere Ingeniero Mecánico con conocimientos en planeación. programación. mantenimiento y reparación de maquinaria amarilla. planta de concreto. mixer. bomba de concreto. equipo menor de construcción. volqueta dobletroque y vehículos. manejo ERP. administración de personas Experiencia 3 años en cargos similares;null;null;Uramita; Carrera Profesional;3;9/07/2019
1;Ingeniero de Operaciones;Contrato a término fijo;Tiempo Completo;FUNCIONES: Realizar seguimiento a proyectos . mejora oportuna a los procesos . elaborar informes . asistir a reuniones . seguimiento a trabajos realizados por los contratistas . apoyo administrativo . técnico y logístico a los proyectos . asegurar el cumplimiento de actividades asignadas . ejecutar labores propias del cargo y las asignadas por la gerencias operativa  NIVEL ACADEMICO: Ingeniero electrónico / telecomunicaciones/sistemas EXPERIENCIA: Mínima de 3 años en Gerencias de proyectos. seguimiento y control de proyectos. esta persona será la encargada de la planeación. administración. organización. gestión y control del proyecto. a fin de garantizar el alcance del objetivo Experiencia en campo. proyectos de fibra óptica. cctc ciudadana. tv por cable. seguridad electrónica HORARIO: Lunes a Viernes de 8 am a 6pm TIPO DE CONTRATO: Contrato fijo a 3 meses. prorrogable hasta el año y posteriormente contrato a término indefinido Salario a convenir REQUISITOS ADICIONALES: Ingles B1 Especialización en Gerencia de Proyectos o certificado PMI;EGC COLOMBIA SAS;null;Bogotá; Especialización;3;13/07/2019
1;ingeniero/a Civil;Tiempo Completo;null;Con mas 10 años de experiencia Construcción de casas multifamiliares Manejo autocad Manejo presuspuesto Manejo personal Manejo obras de hidrosanitarias;null;2;Cartagena de Indias; Carrera Profesional;null;8/07/2019
1;Ingeniero desarrollador;Tiempo Completo;null;Importante empresa del sector telecomunicaciones requiere ingeniero de sistemas con experiencia en administración de base de datos SQL. aplicaciones (SAP). conocimientos en Sharepoint;null;null;Bogotá; Carrera Profesional;2;9/07/2019
1;Ingeniero alimentos y/o Agroindustrial;Contrato a término fijo;Tiempo Completo;Se necesita ingeniero de alimentos y/o agroindustrial con amplios conocimientos en BPM y HACCP. que posea motocicleta y conozca bien la ciudad de Medellín y su área metropolitana para poder realizar visitas en campo a los clientes Proactivo con capacidad de liderazgo. preferiblemente que conozca de normas ISO 9001 y 14001;GRUPO EMPRESARIAL PALMERA;1.7;Medellín; Carrera Profesional;1;26/06/2019
1;Ingeniero de soporte de equipos activos;Contrato a término indefinido;Tiempo Completo;Energitel. una empresa certificada en felicidad laboral esta buscando para su equipo de trabajo. un ingeniero en telecomunicaciones o ingeniero de sistemas o ingeniero electrónico o carreras a fines. preferiblemente certificado en cisco CCNA. con 3 años de experiencia laboral en suministrar el soporte técnico postventa. remoto o en sitio . a todas las soluciones implementadas en clientes de equipos activos. ademas de ser investigador en nuevas alternativas de esta misma linea;ENERGITEL;2.65;Bogotá; Carrera Profesional;3;13/07/2019
1;Ingeniero Industrial;Contrato de Obra o labor;Tiempo Completo;Importante restaurante del norte de la ciudad requiere para su equipo de trabajo Ingeniero Industrial con experiencia de 2 años en restaurante. desempeñándose en el área;LABORANDO LTDA;null;Barranquilla; Carrera Profesional;2;10/07/2019
1;Ingeniero/a Mantenimiento Electrónico;Tiempo Completo;null;Buscamos profesional en Ingeniería electrónica. eléctrica o afines para desempeñar el cargo de Ingeniero(a) mantenimiento electrónico industrial en reconocida empresa de la ciudad de Cali Esta persona tendrá la responsabilidad de ejecutar las labores de mantenimiento eléctrico y electrónico para garantizar la operatividad y disponibilidad de las máquinas y equipos de la planta Contrato directo con la compañía a término indefinido Responsabilidades • Analizar y revisar fallas en los equipos y máquinas de la planta para determinar los recursos necesarios y poder realizar las reparaciones • Corregir las averías y fallas eléctricas y electrónica en los equipos y máquinas para garantizar la disponibilidad de los mismos y contribuir a la producción • Observar. analizar e inspeccionar posibles fallas en equipos para prevenir daños superiores • Ejecutar las actividades de los mantenimientos programados para prevenir posibles fallas en las máquinas Requisitos • Profesional en Ingeniera Electrónica o Eléctrica o Mecatrónica • Experiencia mínima de dos años en mantenimiento electrónico industrial • Conocimientos en electricidad industrial. PLC. manejo de osciloscopio. interpretación de planos;null;null;Cali; Carrera Profesional;1;10/07/2019
1;Ingeniero de soporte;Contrato de Obra o labor;Tiempo Completo;Importante empresa requiere profesional en Ingeniería mecánica. electrónica. mecatrónica. electromecánica Con mínimo 4 años de experiencia en soporte técnico en motores Diesel y combustión internaPreferiblemente con conocimiento en SAP Disponibilidad para viajar Debe tener licencia conducción Vehículo (carro). nivel de inglés intermedio o avanzado Salario 3000000+ prestaciones de ley;GRUPO SOLUCIONES HORIZONTE;3;Bogotá; Carrera Profesional;4;8/07/2019
1;Ingeniero Residente;Contrato de Obra o labor;Tiempo Completo;Importante empresa del sector industrial dedicada a la hidráulica y redes contra incendios esta en la búsqueda de un Ingeniero Residente que cuente con experiencia laboral de 1 a 3 años en la instalación de sistemas contra incendios. debe contar con conocimientos en: Sistemas de rociadores Normas NFPA y NSR10 PLUS Certificaciones en KIDDE Manejo y dominio de Proyect Supervisar y controlar el material y herramienta asignada para la ejecución del proyecto Coordinar la logística de transporte. alimentación y hospedaje para el personal Liderar y supervisar los trabajos en campo Documentar los procesos del proyecto Administrar el dinero para la ejecución del proyecto Formación académica: Profesional en Ingeniería mecánica. Industrial. Civil. Química. Electróica y/o de procesos Horario: Diurno Salario: $1500000 + $500000 por cumplimiento de metas mensuales;MISION EMPRESARIAL SA;1.5;Medellín; Carrera Profesional;3;11/07/2019
1;ingeniero puesta en marcha pem mpls;Contrato de Obra o labor;Tiempo Completo;Importante empresa de telecomunicaciones requiere para su equipo de trabajo PROFESIONAL en ingenierías asociadas con telecomunicaciones. con certificaciones en CCNA. Ethemet. ADSL. ATM. IPoV4 y redes en general Experiencia de 1 año en protocolos de comunicación de datos ATM. TCP/IP. MPLS conocimiento en protocolos de enrutamiento. configuración de enrutadores y manejo de redes LAN Y WAN Horario de 7 am a 4 pm de Lunes a Sabado Salario 1643600 + 703100 + prestaciones sociales SI CUMPLES NO DUDES EN APLICAR Y NOS COMUNICAREMOS LO MÁS PRONTO POSIBLE!!!;OCUPAR TEMPORALES SA;2.3;Bogotá; Carrera Profesional;1;11/07/2019
1;Ingeniero Sistemas;Contrato de Obra o labor;Tiempo Completo;Se requiere con suma urgencia personal para trabajar como Líder Desarrollo Móvil Ing Telecomunicaciones. Electrónica o Sistemas con Experiencia certificada del sector de telecomunicaciones mínima de 2 años Salario: $2000000 + Bono de cumplimiento entre $100000 y $500000 + Gastos de viaje cuando allá lugar Trabajo remoto con exigencia de entregables Ciudad de Trabajo: Indiferente (cualquier zona del país) con disponibilidad de viajar ocasionalmente Funciones: Amplios conocimientos en lenguajes de programación como Kotlin. Java. Objectic-C o Swift Excelentes conceptos en diseño de interfaces móviles Manejo de herramientas como Android Studio y Xcode Experiencia en desarrollos de APIs y Web Services Manejo de metodologías de desarrollo ágiles como Scrum Uso y manejo de geolocalización Conocimientos en Material design Manejo de android jetpack libraries Manejo de control de versiones GIT Presentarse el día 4 junio hora 8:30 am con hoja de vida en la carrera 72c 23f 06 Modelia. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;1.6;Bogotá; Educación Media;2;8/07/2019
1;Ingeniero o Arquitecto con Especialización o Maestría;Contrato a término indefinido;Tiempo Completo;Ingeniero o Arquitecto con Especialización o Maestría en el Área de la construcción o Gerencia de obras o proyectos Con matricula profesional vigente y certificado de vigencia con expedición no mayor a treinta (30) días Experiencia profesional certificada de ocho (8) años como Director de Obra o Diseño. Diseñador o Interventor en Proyectos Arquitectónicos. Obras verticales con acabados y Proyectos aeroportuarios en lado tierra Salario: A convenir;CONSORCIO AEROPUERTO DE PUERTO CARREÑO 2018;null;Bogotá; Especialización;8;17/05/2019
1;Jefe de sistemas;Contrato de Obra o labor;Tiempo Completo;Jefe de Sistemas Profesional Importante empresa del sector manufacturero requiere Profesionales En Ingeniería de Sistemas con experiencia de 3 a 5 años liderando los procesos de sistemas Lugar de trabajo: Funza Horario: Lunes a sábado 7:00 pm a 5:00 pm Salario : $5000000 a $6000000;ACTIVOS S A S;5;Bogotá; Carrera Profesional;5;9/07/2019
1;Profesional electricista;Contrato de Obra o labor;Tiempo Parcial;Experiencia: Mayor o igual a tres (3) años Contados a partir de la expedición de la tarjeta profesional Experiencia en funciones relacionadas con la instalación o seguimiento y control de instalaciones eléctricas industriales o de procesos de sistemas de acueducto o agua residual DEDICACIÓN DEL 60% QUE RESIDAN EN TURBO (O ALEDAÑOS URABÁ);ARREDONDO MADRID INGENIEROS CIVILES SAS;3;Turbo; Carrera Profesional;3;4/07/2019
1;Ingeniero en sistemas Bogotá;Contrato a término indefinido;Tiempo Completo;Prestigiosa empresa requiere ingeniero en sistemas hombre. con aptitudes de innovación y creatividad que cuente con dos años de experiencia en dirección y desarrollo y al menos 5 años como desarrollador. para laborar jornada completa en la ciudad de Bogotá Realizando funciones de planificación dirección y confirmación de actividades de investigación creando productos y conocimientos Estableciendo y gestionando presupuestos controlando los gastos y recursos. horario laboral de lunes a viernes de 7:30am a 5:30pm contrato a término indefinido con un salario de $3800000;SYSO;3.8;Bogotá; Carrera Profesional;null;8/07/2019
1;Ingeniero sistemas Desarrollador Móvil;Contrato de Obra o labor;Tiempo Completo;Se solicita ingeniero de sistemas. telecomunicaciones. electrónica. para desempeñar el cargo de Líder de desarrollo Móvil. con conocimiento en Manejo de android jetpack libraries. Manejo de control de versiones GIT. Experiencia en desarrollos de APIs y Web Services. Amplios conocimientos en lenguajes de programación como Kotlin. Java. Objectic-C o Swift Salario $1600000 + Bono de cumplimiento (entre $100000 y $600000) Horario: Lunes a viernes. Lugar de trabajo: Bogotà Presentarse el día 15 de mayo hora 8:00 am en la carrera 72c 23f 06 Modelia con hoja de vida. preguntar por Tatiana Alvira;OCUPAR TEMPORALES SA;1.8;Bogotá; Carrera Profesional;2;9/07/2019
1;10 Ingenieros de Soporte;Contrato de Obra o labor;Tiempo Completo;Importante empresa del sector solicita para su equipo de trabajo Profesional o Tecnólogo en Ingenieria de Sistemas o Industrial o carreras afines. con experiencia mínima de 1 Año o Mas en Servicio al cliente. Soporte. Mejora Continua. Liderazgo. Trabajo Bajo Presión? Conocimientos: Servicio al cliente. Excel Intermedio. Habilidad para solución de problemas y toma de decisiones asertivas. Gestión de Procesos. Acceso a BD Horario: Lunes a Viernes TURNOS ( 6 am a 2 pm. 2 pm a 10 pm. 8 am a 5 pm). DISPONIBILIDAD DE TIEMPO Salario: 1500000 + Prestaciones de Ley Interesados y que cumplan con el perfil presentarse JUEVES 30 MAYO hora 8 am cra 72 a # 48 - 06 barrio normandia preguntar por JESUS MOYA.traer hoja de vida actualizada. PROCESO INMEDIATO;SUMMAR TEMPORALES SAS;1.5;Bogotá; Carrera tecnológica;1;11/07/2019
1;Ingeniero Sistemas;Contrato de Obra o labor;Tiempo Completo;Importante compañía requiere de manera urgente Ingeniero Sistema enfocados en redes. que cuente con experiencia mínima 2 años dando soporte técnico de las plataformas (antivirus. firewall entre otros). realizar capacitaciones a los clientes y hacer instalaciones con los clientes Horario: Lunes a Sabados horario de oficina Salario: $1800000 + prestaciones de ley;NEXARTE SERVICIOS TEMPORALES SA;1.8;Bogotá; Carrera Profesional;2;8/07/2019
1;Ingeniero DBA SQL;Tiempo Completo;null;Ingeniero de Sistemas. Electrónica. Telecomunicaciones. Telemática y afines con dos años de experiencia profesional certificada en administración de motores de Bases de Datos SQL Server 2014 o Superior. a partir de la fecha de expedición de la tarjeta profesional;null;null;Bogotá; Carrera Profesional;3;9/07/2019
1;Ingeniero de desarrollo III;Contrato a término fijo;Tiempo Completo;Importante empresa del Sector Contact Center con 25 años de experiencia. requiere PROFESIONALES EN Ingeniería de Sistemas. Electrónica o Telecomunicaciones y/o estudiante de octavo semestre de carreras universitarias con MINIMO 1 AÑO de experiencia en áreas de desarrollo de software Conocimientos en Java. Net. SQL Server. Oracle. HTML e ingenieria de Software y bases de datos Desarrollo de aplicaciones en  Net. PHP. MySQL. MS-SQL. Apache donde el cargo haya sido Ingeniero de desarrollo o desarrollador. HORARIOS Lunes a viernes 8:00am a 6:00 pm asignación salarial de $3050000+ variable 220000 + prestaciones de ley . Si estas interesado POSTULA TU HOJA DE VIDA. te estamos esperando;OUTSOURCING SERVICIOS INFORMATICOS S A OUTSOURCING S A;3.05;Bogotá; Carrera Profesional;1;22/05/2019
1;Ingeniero de Sistemas;Contrato de Obra o labor;Tiempo Completo;Empresa productora y comercializadora de calzado busca para su equipo de trabajo Profesional en Ingeniería de Sistemas. con experiencia comprobada en Desarrollo de Plataforma Oracle JD Edwards. manejo de bases de datos MySql Por favor establecer aspiración salarial SALARIO: A convenir de acuerdo a aspiración salarial HORARIO: Lunes a viernes 7:30 am a 5:30 pm;PUNTO EMPLEO SA;5;Bogotá; Carrera Profesional;2;11/07/2019
1;Ingeniero de Ofimatica;Contrato a término indefinido;Tiempo Completo;Compañía de Soluciones tecnológicas con más de 19 años en el mercado requiere para su equipo de trabajo en la ciudad Bogota el siguiente perfil: Formación Académica: Tecnologo o ingeniero de sistemas Experiencia: 2 años Ciudad: Bogota Conocimientos Específicos: Conocimiento en redes (LAN/WAN) (soporte infraestructura) • Conocimientos en MS-Office 2016 o superior • Conocimiento en Windows 7.10 y 2012 Server • Conocimientos en iPads. iPhone. Android • Conocimientos telefonía IP • Conocimientos en impresoras en red • Conocimientos de Active Directory • Sistemas Administración de tickets (soporte aplicaciones) • Conocimientos de un ERP (iScala sería un plus) • Conocimientos en SQL Server 2012 o superior (DDL.DML.DCL) • SAP Crystal Reports 12 o superior • Conocimientos en Visual Studio 2010 o superior Disponibilidad: Inmediata;CONSULTORIA ORGANIZACIONAL SAS;1.5;Bogotá; Carrera Profesional;2;9/07/2019
1;ingeniero/a;Contrato de Obra o labor;Tiempo Completo;debe ser ingeniero civil matriculados. con un mínimo de diez (10) años de experiencia general y experiencia específica en al menos dos (2) proyectos para la construcción o rehabilitación u optimización Formato M4FB0109F11-15 de plantas de tratamiento. cuya sumatoria de los montos haya sido mayor o igual a 370 SMMLV;JIRO SA;7;Bogotá; Especialización;10;9/07/2019
1;Ingeniero desarrollador Java Oracle;Contrato a término indefinido;Tiempo Completo;Empresa en el sector de software - telecomunicaciones. requiere para su equipo de trabajo Ingeniero de sistemas. con conocimientos en desarrollo Java. WebServices. Manejo de bases de datos Oracle. Oracle WebLogic. básicos Net y experiencia en funciones de manejo y/o coordinación de proyectos Condiciones laborales contrato a termino indefinido + prestaciones sociales Salario : 3000000 - 5000000 De acuerdo a la experiencia Horarios: Lunes a viernes  horario oficina Requisitos: carrera profesional : Ingeniero de sistemas. de 2 a 5 años de experiencia en desarrollo y habilidades relacionadas en manejo de proyectos Disponibilidad para viajar internacionalmente;SITIC SAS;4;Bogotá; Carrera Profesional;2;17/05/2019
1;Ingeniero Civil;Contrato de Obra o labor;Tiempo Completo;Importante empresa ubicada en la ciudad de Medellín. requiere para su equipo de trabajo Ingeniero Civil electromecánica. mecatrónica. electricidad. o afines que tenga excelentes conocimientos en Excel y 1 año de experiencia en el área administrativo. ya que éstas serán sus funciones netamente administrativo Se requiere recién graduado o en proceso de terminar carrera Importante del manejo de Excel Alto SALARIO: $1380116 + Prestaciones Sociales HORARIO: Lunes a Viernes horario de oficina- Sábado hasta el medio día;STAFFING DE COLOMBIA;1.38;Medellín; Carrera Profesional;1;10/07/2019
1;Supervisor logistico;Tiempo Completo;null;Importante empresa del sector manufacturero requiere Ingeniero industrial o Administrador de Empresas con minimo de un año coordinando procesos logistico y procesos de producción manejo de cadena de abastecimiento Salario: $1200000 a 1600000 dependiendo del perfil Horario: horario laboral de lunes a viernes de 07:00 am a las 05:00 pm y sábados de 07am a 11:00am;null;1.2;Mosquera; Carrera Profesional;1;12/07/2019
1;Ingeniero Residente Eléctrico Tolima;Tiempo Completo;null;Organización especializada en brindar soluciones integrales de promoción y ejecución de proyectos de ingeniería. nos encontramos en búsqueda de profesionales en Ingeniería Eléctrica para desempeñar el cargo de residente eléctrico con experiencia mínima 5 (Cinco) años de experiencia en montaje de Subestaciones eléctricas Objetivo del cargo: Es el encargado de asegurar la efectividad de las operaciones y responsable del control y aseguramiento de la calidad de las actividades en el área eléctrica Te ofrecemos contrato a Término Obra y Labor junto con compensación salarial + Prestaciones de ley + Horas extras Disponibilidad para trabajar de acuerdo al proyecto y en temporadas de alta demanda el cliente se solicitara trabajo en horas extras Lugar de trabajo: Departamento del Tolima ( Natagaima - Melgar - Ibague);null;null;Ibagué; Carrera Profesional;5;9/07/2019
1;ingeniero electricista;Contrato a término indefinido;Tiempo Completo;se requiere para vinculación inmediata ingeniero electricista con manejo autocad y project. experiencia mínimo 2 años realizando las siguientes funciones: Elaboración de planos eléctricos y/o arquitectonicos. levantamiento de la información en sitio de obra. cargabilidad. distancia(toma de medición). tableros(calibres y datos). acometidas(calibres y alimentación). puntos de conexión. infraestructura existente. protecciones eléctricas. digitalizar todos los planos con las modificaciones y adecuaciones. de acuerdo a instalaciones finalmente construidas;GREENDIPITY;null;Cali; Carrera Profesional;2;11/07/2019
1;Ingeniero de Operaciones / Medellín;Tiempo Completo;null;Somos una empresa industrial con presencia en varios países de Latinoamérica Líder en insta-lación. mantenimiento y modernización de maquinaria y equipos de transporte vertical Quere-mos vincular el mejor talento a nuestra compañía Personas comprometidas. eficientes y con altas capacidades de liderazgo Actualmente requerimos para MEDELLÍN el cargo de JEFE DE OPERACIONES Su misión definir. programar. supervisar. evaluar y controlar las activida-des de mantenimiento predictivo. preventivo. correctivo y reparaciones de los equipos de transporte vertical asignados por la compañía. frente a los recursos humanos y técnicos requeridos para la ejecución del servicio Requisitos: Profesional en Ingeniería Mecánica. Electromecánica y/o afines Preferiblemente con especialización en Gerencia de Proyectos. Gerencia de Mantenimiento y/o afines 5 años de experiencia en mantenimiento integral de equipos de transporte vertical dentro de estos 3 años de experiencia en manejo de personal Conocimientos específicos: Conocimiento en mantenimiento y reparación de equipos de transporte vertical Conocimiento en normatividad técnica colombiana de equipos de transporte vertical Análisis de fallas y lectura de planos y manuales de ascensores;null;null;Medellín; Carrera Profesional;5;10/07/2019
1;Ingeniero electrónico en Medellin;Contrato a término indefinido;Tiempo Completo;Para nuestra oficina en Medellín. requiere empresa transnacional de instrumentos industriales. Ingenieros Electrónicos o de carreras afines para ventas técnicas. elaboración de proyectos y cotizaciones. instalación y puesta en servicio de instrumentos industriales de medición de Nivel. presión . flujo y temperatura. variables eléctricas. Calibradores de presión. temperatura y de señales de instrumentación. radiomodems y equipos de telemetría. para plantas petroleras. eléctricas. mineras. industriales. de alimentos y bebidas Somos Representantes Exclusivos en Colombia. Argentina y Perú de marcas lideres Americanas y Alemanas. como AMETEK JOFRA. AMETEK CRYSTAL. AMETEK DREXELBROOK. AMETEK USG. . SOR. AMETEK LAND. HOFFER FLOW. JUMO. Camille Bauer. Datalinc. ARKON FLOW. AVCO. Monitor Tech. Intra Automation. entre otras Requisitos: Experiencia en ventas y soporte de instrumentos de medición y Control Industrial: Tres años Conocimiento de técnicas de venta y atención al cliente Capacidad de empatía y relaciones interpersonales Voluntad para el aprendizaje y trabajo en equipo Disponibilidad para viajes Dominio de ingles básico Sueldo a convenir según experiencia: sueldo base mas comisiones;MARPATECH SA;null;Medellín; Carrera Profesional;3;10/07/2019
1;Asistente de Compras;Contrato a término indefinido;Tiempo Completo;Buscamos Ingeniero Industrial. con experiencia mínima de 2 años en áreas de compras. inventarios. levantamiento de procesos. para apoyar al departamento de Ingeniería dando soporte en los procesos de compras. inventarios. y demás procesos administrativos que se deriven de las actividades propias del departamento. a fin de entregar información y documentación precisa en tiempo real. las funciones a desarrollar son: a) Tramitar las cotizaciones requeridas en los procesos de compra b) Apoyar los procesos de compras c) Dar seguimiento a las ordenes de compra d) Gestionar las firmas y autorizaciones requeridas para las facturas radicadas por los proveedores. esto incluye los soportes requeridos e) Mantener actualizado el inventario de activos fijos. esto incluye control a las placas. informe de movimientos de activos en la diferentes unidades. y los ingresos y bajas de estos activos f) Validar la recepción física de los equipos y accesorios g) Controlar y hacer seguimiento a las garantías de los equipos adquiridos. con el fin de determinar la fecha de finalización y posterior inclusión en los Budget de mantenimiento h) Controlar y seguimiento a los software. con el fin de determinar las fechas de renovación de las mismas y posterior inclusión en los budget f) Apoyar procedimiento de legalización de gastos con Tarjeta de Crédito Corporativa y Caja Menor. entregando cada soporte del gasto con el mayor nivel de detalle posible. diligenciando todos los formatos requeridos g) Dar soporte al Gerente de Ingeniería y Operaciones en lo referente a la ejecución vs Budget de Capex y de Opex h) Dar soporte al Gerente de Ingeniería y Operaciones en todo lo relacionado a la ejecución de contratos de mantenimiento firmados. para garantizar el cumplimiento de estos i) Implementar la biblioteca de todos los manuales de equipos y software que se tienen j) Validar periódicamente que los precios dados por los proveedores regulares estén dentro de los precios de mercado k) Crear y mantener actualizada la matriz de proveedores Persona proactiva. autogestionable. con capacidad de análisis y gestión de la información. actitud de servicio y excelentes relaciones personales;MEJIA GESTION EMPRESARIAL SAS;1.8;Bogotá; Carrera Profesional;2;8/07/2019
1;Ingeniero topográfico. ingeniero catastral;Contrato a término fijo;Tiempo Completo;Concesionaria vial requiere. Ingeniero para Sistema de Información Geográfica: Ingeniero topográfico. ingeniero catastral. ingeniero geodésico o ingeniero civil con conocimientos de Sistemas de Información Geográfica experto en QGIS y con manejo de bases espaciales (PostgreSQL - PostGIS) En la medida de lo posible. se requiere conocimientos de programación orientados al desarrollo de mapeo web. con librerías como Lealflet u OpenLayers;CONCESIONARIA DEL DESARROLLO VIAL DE LA SABANA;null;Funza; Carrera Profesional;2;9/07/2019
1;Administrador oficina telecomunicaciones;Contrato de Obra o labor;Tiempo Completo;importante empresa de telecomunicaciones requiere de manera urgente hombre o mujer. con experiencia superior a 4 años dirigiendo equipos de trabajo sera responsable completamente por el funcionamiento del centro de servicio y reparación en sus áreas operativas y administrativas. conocimiento en procesos administrativos. excel avanzado. KPIs .su experiencia laboral debe estar relacionada en empresas preferiblemente de telecomunicaciones o relacionadas con electrónica y calidad  si no cumple con el perfil por favor no aplique  indispensable manejo de personal y de las funciones propias de la administracion organizacional salario  2000000 mas prestaciones de ley;STAFFING DE COLOMBIA;2;Bogotá; Carrera Profesional;4;11/07/2019
1;coordinador de proyectos ingeniero de sistemas;Contrato de Obra o labor;Tiempo Completo;Importante empresa del sector solicita de manera urgente ?Ingeniero de Sistemas.Coordinador de proyectos informático o afines ?Con experienciade 1 año manejo de lenguajes de desarrollo NET-C#. base de datos Microsoft SQL Server. sistema operativo Microsoft. infraestructura de servidores. comunicaciones (LAN. WAN) y seguridad Dominio de manejo de proyectos con metodología PMI y proyectos ágiles con SCRUM Disponibilidad para viajar frecuentemente Horario: Lunes a Viernes 8 - 5 Salario: $ 4000000 + Prestaciones de ley;SUMMAR TEMPORALES SAS;null;Bogotá; Carrera Profesional;1;11/07/2019
1;Ingeniero residente obra civil;Contrato a término indefinido;Tiempo Completo;Vermell Ingeniería requiere INGENIERO RESIDENTE. Profesional en Ingeniería civil. con mas de 4 Años DE EXPERIENCIA EN ADMINISTRACIÓN DE PROYECTOS DE CONSTRUCCIONES EN INMOBILIARIO O SIMILARES. MANEJO DE PROGRAMAS DE CONTROL DE COSTOS. FACTURACIÓN E INFORMES MENSUALES Vermell Ingeniería;VERMELL INGENIERÍA;3;Bogotá; Carrera Profesional;4;21/05/2019
1;Ingeniero de soporte Helpdesk;Contrato de Obra o labor;Tiempo Completo;Importante compañía del sector de telecomunicaciones. requiere para su equipo de trabajo tecnologo en sistemas o estudiante virtuales de últimos semestres de ingenieria de sistemas. telecomunicaciones o afines. con experiencia minima de 2 años realizando funciones de Ingeniero de soporte heldesk. verificando y monitoreando enlaces Debe tener disponibilidad 7x24 1025100 + variable de 450400 + recargos + prestaciones de ley Contrato tipo obra o labor;OCUPAR TEMPORALES SA;10.4;Bogotá; Carrera tecnológica;2;10/07/2019
